orig,bundle,role,producer_script,source_data_level,original_path,original_sha256,copied_path,copied_sha256,byte_identical,copy_status
cohesive_exp_floor_comparison_package/cohesive_exp_floor_comparison/peak_900K_fitted_parameters.csv,fig7_peak_900K_fitted_parameters.csv,"Fig.7 fitted cohesive-law parameters (sigma_max, delta_c, RMSE_H, RMSE_v) for Bilinear/Exponential/Polynomial forms at peak class, 900K",compare_exp_floor_to_standard_cohesive.m,derived (fit output),/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM/cohesive_exp_floor_comparison_package/cohesive_exp_floor_comparison/peak_900K_fitted_parameters.csv,2865638cad53577dbf4c3996ba5054b020b8611f439d27fc116cb1322a87c64a,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig7_peak_900K_fitted_parameters.csv,2865638cad53577dbf4c3996ba5054b020b8611f439d27fc116cb1322a87c64a,True,OK
cohesive_exp_floor_comparison_package/README_compare_exp_floor_to_standard_cohesive.md,fig7_README_compare_exp_floor_to_standard_cohesive.md,"Confirms Fig.7's exact parameterization: example_class='peak', T_K=900 (verbatim manuscript match)",n/a (documentation),documentation,/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM/cohesive_exp_floor_comparison_package/README_compare_exp_floor_to_standard_cohesive.md,2e713526d269df303a75eb883d73662966e7b3b60503f20d5d42db7303baecfc,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig7_README_compare_exp_floor_to_standard_cohesive.md,2e713526d269df303a75eb883d73662966e7b3b60503f20d5d42db7303baecfc,True,OK
runs/panelA_waterfall_3d_dense/panel_A_waterfall_path.csv,fig1AB_panel_A_waterfall_path.csv,"Fig.1A/B continuation path through (H0,c, chi_shield, N_sat) space spanning ceramic->peak->weakT->DBTT (regime_hint column)",build_panelA_waterfall_3d.py,"raw (per-continuation-step path, not an aggregate)",/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/panelA_waterfall_3d_dense/panel_A_waterfall_path.csv,5e8bcd64a84fe11cb51f457a6a1e7f5b74cfa05363f86adf6a07481c98a82bfa,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig1AB_panel_A_waterfall_path.csv,5e8bcd64a84fe11cb51f457a6a1e7f5b74cfa05363f86adf6a07481c98a82bfa,True,OK
runs/panelB_fatigue_waterfall_3d/panel_B_fatigue_waterfall_path.csv,fig1AB_panel_B_fatigue_waterfall_path.csv,Fig.1B cyclic first-passage response for the same continuation path as Panel A,build_panelB_fatigue_waterfall_3d.py,raw (per-continuation-step path),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/panelB_fatigue_waterfall_3d/panel_B_fatigue_waterfall_path.csv,b3b9c25359dcb6ca97cfb525f508d862c41b18642f6770938150522ca4d60be9,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig1AB_panel_B_fatigue_waterfall_path.csv,b3b9c25359dcb6ca97cfb525f508d862c41b18642f6770938150522ca4d60be9,True,OK
runs/panels_CD_entropy_family_v3/panelC_curve_summary_v3.csv,fig1CD_panelC_curve_summary_v3.csv,Fig.1C S-N-type initiation response across the matched entropy family,build_panels_CD_entropy_family_v3.py,derived (per-curve summary of the raw S-N raw file),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/panels_CD_entropy_family_v3/panelC_curve_summary_v3.csv,3e4ab78b102ffa4a7229ce0aef51b0ada0b4c80858762571c99a5a5362f5645b,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig1CD_panelC_curve_summary_v3.csv,3e4ab78b102ffa4a7229ce0aef51b0ada0b4c80858762571c99a5a5362f5645b,True,OK
runs/panels_CD_entropy_family_v3/panelD_curve_summary_v3.csv,fig1CD_panelD_curve_summary_v3.csv,"Fig.1D fixed-rate strength-temperature response, same entropy family as Panel C",build_panels_CD_entropy_family_v3.py,derived (per-curve summary of the raw strength raw file),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/panels_CD_entropy_family_v3/panelD_curve_summary_v3.csv,bd8c5f494436a636ca9421b22a5be7b934a8d5a7ce10aab14576eb77f8df1f92,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig1CD_panelD_curve_summary_v3.csv,bd8c5f494436a636ca9421b22a5be7b934a8d5a7ce10aab14576eb77f8df1f92,True,OK
runs/panels_CD_entropy_family_v3/panels_CD_manifest_v3.json,fig1CD_panels_CD_manifest_v3.json,Confirms Panels C and D share the same Lambda_S_ref entropy-family design,build_panels_CD_entropy_family_v3.py,config/manifest,/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/panels_CD_entropy_family_v3/panels_CD_manifest_v3.json,ddd940a5d2977f83ef82d6cb786756e7b6f5bd6504bea8ca828ee1dcdd3182ee,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig1CD_panels_CD_manifest_v3.json,ddd940a5d2977f83ef82d6cb786756e7b6f5bd6504bea8ca828ee1dcdd3182ee,True,OK
runs/v8_material_response_production_2d/atlas_2d_paris_points.csv,fig5A_atlas_2d_paris_points.csv,"Fig.5A complete six-case da/dN-vs-DeltaK atlas (14-18 K-points per case, all 6 canonical cases present) -- the complete/production counterpart to the sparse 'smoke' run in Arrhenius_FEM_CZM flagged by the second review",run_v8_material_response_production_2d.sh,"raw (per-K-point, per-case)",/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/v8_material_response_production_2d/atlas_2d_paris_points.csv,8ba10f159ca30608cae446ccf6f858ff3010d7eaa36d92360132143564dbed32,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig5A_atlas_2d_paris_points.csv,8ba10f159ca30608cae446ccf6f858ff3010d7eaa36d92360132143564dbed32,True,OK
runs/v8_material_response_r_curve_6class_long_growth_multiseed/multiseed_r_curve_analysis/multiseed_r_curve_summary.md,fig5B_multiseed_r_curve_summary.md,"Fig.5B longer-growth calculation summary (3 seeds x 6 classes, ~735-750um final crack extension)",run_v8_r_curve_6class_long_growth.sh,derived (summary of a raw multi-seed run tree),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/v8_material_response_r_curve_6class_long_growth_multiseed/multiseed_r_curve_analysis/multiseed_r_curve_summary.md,75dcadcc35e7c9d3ae9573224f0fc17e2d5571a67cce38a2ebdd93ede21198d2,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig5B_multiseed_r_curve_summary.md,75dcadcc35e7c9d3ae9573224f0fc17e2d5571a67cce38a2ebdd93ede21198d2,True,OK
runs/v8_orientation_plastic_shielded_K7/theta30/atlas_2d_paris_points.csv,fig5B_orientation_theta30_atlas_2d_paris_points.csv,"Fig.5B anisotropic/path-deflection calculation, plastic_shielded_case64_M1 at 30deg crystal orientation (--crystal-aniso --crystal-branch)",run_v8_plastic_shielded_orientation_30_45_v2.sh,raw (per-K-point),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/v8_orientation_plastic_shielded_K7/theta30/atlas_2d_paris_points.csv,45ea63cc69eb97447acc29405b71c6a27350684ecbbc0f47118e0e6c8f9aca6e,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig5B_orientation_theta30_atlas_2d_paris_points.csv,45ea63cc69eb97447acc29405b71c6a27350684ecbbc0f47118e0e6c8f9aca6e,True,OK
runs/v8_orientation_plastic_shielded_K7/theta45/atlas_2d_paris_points.csv,fig5B_orientation_theta45_atlas_2d_paris_points.csv,"Fig.5B anisotropic/path-deflection calculation, plastic_shielded_case64_M1 at 45deg crystal orientation -- paired with the theta30 file above to quantify a real orientation-dependence ratio (da/dN differs ~17x between the two orientations at matched nominal driving force)",run_v8_plastic_shielded_orientation_30_45_v2.sh,raw (per-K-point),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/v8_orientation_plastic_shielded_K7/theta45/atlas_2d_paris_points.csv,8f335cefdcca8cbed718b10b97af3481985cfc55dbeeebcc1cd666da83643157,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig5B_orientation_theta45_atlas_2d_paris_points.csv,8f335cefdcca8cbed718b10b97af3481985cfc55dbeeebcc1cd666da83643157,True,OK
runs/v8_material_response_r_curve_6class_long_growth_multiseed/multiseed_r_curve_analysis/multiseed_r_curve_mean_curves.csv,fig5B_multiseed_r_curve_mean_curves.csv,"Fig.5B RAW class-mean KJ(extension) curves, 6 classes x ~250 extension points each -- the data needed to directly check whether class ordering/hierarchy persists at common extension values (not just read from the prose summary)",run_v8_r_curve_6class_long_growth.sh,derived (multiseed mean of raw per-seed R-curves),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/v8_material_response_r_curve_6class_long_growth_multiseed/multiseed_r_curve_analysis/multiseed_r_curve_mean_curves.csv,c5abc686236de22ba2cf5442d04491b2f241806e7ab7dc74dbb57fe6a71e1bfa,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig5B_multiseed_r_curve_mean_curves.csv,c5abc686236de22ba2cf5442d04491b2f241806e7ab7dc74dbb57fe6a71e1bfa,True,OK
releases/stateful_pd_v8_5_standalone_v1_1/runs/sn_stateful_pd_v8_5_1_reference_lives_seed5/seed_5/stress_900MPa/job_no_shield/no_shield/sigmaA_900MPa/crack_handoff_audit_final.json,fig5C_handoff_audit_no_shield_seed5_900MPa.json,"Fig.5C blunt-notch S-N: no-shield job at 900 MPa, seed 5 -- crack-connectivity gate result (root_connected/coverage_pass) for comparison against the shielded job",sn_pd2d_stateful.py,raw (per-job terminal audit),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/releases/stateful_pd_v8_5_standalone_v1_1/runs/sn_stateful_pd_v8_5_1_reference_lives_seed5/seed_5/stress_900MPa/job_no_shield/no_shield/sigmaA_900MPa/crack_handoff_audit_final.json,b155f6ff7cbfff44f817136be655c9de796766169d9126c7f9c0af9e6fc36136,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig5C_handoff_audit_no_shield_seed5_900MPa.json,b155f6ff7cbfff44f817136be655c9de796766169d9126c7f9c0af9e6fc36136,True,OK
releases/stateful_pd_v8_5_standalone_v1_1/runs/sn_stateful_pd_v8_5_1_reference_lives_seed5/seed_5/stress_900MPa/job_shielded/shielded/sigmaA_900MPa/crack_handoff_audit_final.json,fig5C_handoff_audit_shielded_seed5_900MPa.json,"Fig.5C blunt-notch S-N: shielded job at 900 MPa, seed 5 -- shows coverage_pass=False (no connected crack), the direct evidentiary contrast the caption describes",sn_pd2d_stateful.py,raw (per-job terminal audit),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/releases/stateful_pd_v8_5_standalone_v1_1/runs/sn_stateful_pd_v8_5_1_reference_lives_seed5/seed_5/stress_900MPa/job_shielded/shielded/sigmaA_900MPa/crack_handoff_audit_final.json,7a13b309a9a60af021af2185497ee30d67d77d57c311b6ed5ebb46ba85ed3d1c,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig5C_handoff_audit_shielded_seed5_900MPa.json,7a13b309a9a60af021af2185497ee30d67d77d57c311b6ed5ebb46ba85ed3d1c,True,OK
releases/stateful_pd_v8_5_standalone_v1_1/runs/sn_stateful_pd_v8_5_1_reference_lives_seed5/seed_5/stress_900MPa/job_no_shield/no_shield/sigmaA_900MPa/fem_fields_final.png,fig5D_fields_no_shield_seed5_900MPa.png,"Fig.5D no-shield spatial field snapshot (accumulated eps_p, dislocation density rho, residual sigma1) at the same seed/stress as the fig5C handoff audit -- narrow, localized concentration at the notch tip (directly viewed and confirmed this session)",sn_pd2d_stateful.py,"raw (rendered field snapshot of the raw FEM state, not a derived statistic)",/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/releases/stateful_pd_v8_5_standalone_v1_1/runs/sn_stateful_pd_v8_5_1_reference_lives_seed5/seed_5/stress_900MPa/job_no_shield/no_shield/sigmaA_900MPa/fem_fields_final.png,94486858c82712ed42502e36964dca43651f0d89ceb17615fcfde32725d1fb9c,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig5D_fields_no_shield_seed5_900MPa.png,94486858c82712ed42502e36964dca43651f0d89ceb17615fcfde32725d1fb9c,True,OK
releases/stateful_pd_v8_5_standalone_v1_1/runs/sn_stateful_pd_v8_5_1_reference_lives_seed5/seed_5/stress_900MPa/job_shielded/shielded/sigmaA_900MPa/fem_fields_final.png,fig5D_fields_shielded_seed5_900MPa.png,"Fig.5D shielded spatial field snapshot, same seed/stress -- broad, diffuse, ~160x larger peak plastic strain and >1000x larger dislocation density spread across most of the domain without a narrow localized crack-precursor band (directly viewed and confirmed this session)",sn_pd2d_stateful.py,raw (rendered field snapshot),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/releases/stateful_pd_v8_5_standalone_v1_1/runs/sn_stateful_pd_v8_5_1_reference_lives_seed5/seed_5/stress_900MPa/job_shielded/shielded/sigmaA_900MPa/fem_fields_final.png,bab65ccb23ff0c95865282beb4b336f4fb71cae821a112e24b4956ce7e2e9f6f,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig5D_fields_shielded_seed5_900MPa.png,bab65ccb23ff0c95865282beb4b336f4fb71cae821a112e24b4956ce7e2e9f6f,True,OK
runs/v5_7_final_analysis/manuscript_statistics_table.csv,fig6_manuscript_statistics_table.csv,"Fig.6A/B/C frozen manuscript statistics table (Cramer's V, Pearson r, AUC), the pipeline's own 'freeze the statistical analysis used by the manuscript figures' output",analyze_v57_final_integrated.py,derived (frozen aggregate statistics),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/v5_7_final_analysis/manuscript_statistics_table.csv,ba6f383383509caf60eebfd5ed09cce5e02a2bff8e7c89dd587c7d0108ff46b9,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig6_manuscript_statistics_table.csv,ba6f383383509caf60eebfd5ed09cce5e02a2bff8e7c89dd587c7d0108ff46b9,True,OK
runs/v5_7_final_analysis/matched_Kc_DKth_statistics.csv,fig6B_matched_Kc_DKth_statistics.csv,"Fig.6B per-context and pooled log10 Pearson r (Kc vs DeltaK_th), n=1360 pooled",analyze_v57_final_integrated.py (matched_kc_dkth function),derived (aggregate of the raw matched-join table),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/v5_7_final_analysis/matched_Kc_DKth_statistics.csv,e6bcd222a134199213b995c8ef3ba1b67f100f64d4d525a5fb9d093a1355099a,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig6B_matched_Kc_DKth_statistics.csv,e6bcd222a134199213b995c8ef3ba1b67f100f64d4d525a5fb9d093a1355099a,True,OK
runs/v5_7_final_analysis/global_class_associations_clean.csv,fig6A_global_class_associations_clean.csv,Fig.6A Cramer's V categorical associations (strength/fracture/DKth/S-N phenotype),analyze_v57_final_integrated.py,derived (contingency-table associations),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/v5_7_final_analysis/global_class_associations_clean.csv,6ffa74ccc5df2623b6efc0013c3c4d8a8716a321827fa6f9ae9bdf1f9b07798e,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig6A_global_class_associations_clean.csv,6ffa74ccc5df2623b6efc0013c3c4d8a8716a321827fa6f9ae9bdf1f9b07798e,True,OK
runs/v5_7_extension/fourway_class_association_cells_censor_aware_v5_7.csv,fig6A_contingency_cells_censor_aware.csv,"Fig.6A RAW contingency-table cell counts (observed/expected/standardized residual) for all 6 analysis families x 6 contexts -- the compact, exact input needed to recompute every Cramer's V value from scratch via chi2_contingency, with no dependency on the 23,040-row per-surface classification table",analyze_v57_integrated.py (upstream builder of the censor-aware cell counts),"RAW (contingency-table cell counts, not a derived summary statistic)",/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/v5_7_extension/fourway_class_association_cells_censor_aware_v5_7.csv,65d9cd32cd63506bfd9aa31d13d05bf5ee3e53e800f90d1adf6f034f2f606af8,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig6A_contingency_cells_censor_aware.csv,65d9cd32cd63506bfd9aa31d13d05bf5ee3e53e800f90d1adf6f034f2f606af8,True,OK
runs/four_class_exp_floor_CZM_500K_5rep_1000um_theta45/Rcurve_analysis/seed_binned_Rcurves_long.csv,sec2_15_seed_binned_Rcurves_long.csv,"Sec.2.15 RAW per-seed binned R-curve (K vs crack-extension bin, 5 seeds x 4 classes, ~40 bins/seed) -- the genuine raw curve data needed to REFIT the saturating R-curve model from scratch, rather than reading class_mean_Rcurve_fits.csv's already-fitted parameters",Rcurve_analysis pipeline,"RAW (per-seed binned curve, not a fit output)",/Volumes/Data/Data/Nanopillar_calculation/Arrhenius_FEM_CZM/runs/four_class_exp_floor_CZM_500K_5rep_1000um_theta45/Rcurve_analysis/seed_binned_Rcurves_long.csv,737a148454796cd457e7336f27802b9349e60efd4a2556a64b0ecd882c952b29,artifacts/paper_simulation_completion/source_bundle_figures_2_4/sec2_15_seed_binned_Rcurves_long.csv,737a148454796cd457e7336f27802b9349e60efd4a2556a64b0ecd882c952b29,True,OK
runs/v5_7_final_analysis/analysis_summary.txt,fig6_analysis_summary.txt,"Human-readable summary confirming n=1360, pooled r=0.986, context range 0.958-0.999, and representative AUC values including an exact AUC=0.5 chance-level example",analyze_v57_final_integrated.py,derived (text summary),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/v5_7_final_analysis/analysis_summary.txt,72f2876fedd1f1877fcadc673248f121d5acb89f6ccf80b3abfba3e7b3c9f2b4,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig6_analysis_summary.txt,72f2876fedd1f1877fcadc673248f121d5acb89f6ccf80b3abfba3e7b3c9f2b4,True,OK
runs/v5_7_extension/fatigue_thresholds_v5_7.csv,fig6_raw_fatigue_thresholds_v5_7.csv,Fig.6B/A RAW per-surface/per-context/per-temperature DeltaK_th threshold brackets -- the genuine raw input this branch used for its own from-scratch Pearson-r recomputation (not the frozen aggregate),upstream fatigue-threshold bracketing pipeline (v5.7 extension),RAW (per-surface),/Volumes/Data/Data/Nanopillar_calculation/Fatigue-PF/runs/v5_7_extension/fatigue_thresholds_v5_7.csv,8203504544e4a3c82e650ea89e3dc02e3a68c98cc96c5eb1b31860b7f22e90ad,artifacts/paper_simulation_completion/source_bundle_figures_2_4/fig6_raw_fatigue_thresholds_v5_7.csv,8203504544e4a3c82e650ea89e3dc02e3a68c98cc96c5eb1b31860b7f22e90ad,True,OK
